flowCode,reporterCode,reporterISO,partnerCode,partnerISO,cmdCode,cmdDesc,qtyUnitAbbr,qty,fobvalue
X,643,RUS,620,PRT,76,Aluminium and articles thereof,N/A,,329043.0
X,643,RUS,620,PRT,81,"Metals; n.e.c., cermets and articles thereof",N/A,,20069.0
X,643,RUS,620,PRT,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",N/A,,42395.0
X,643,RUS,620,PRT,89,"Ships, boats and floating structures",N/A,,518896.0
X,643,RUS,624,GNB,61,Apparel and clothing accessories; knitted or crocheted,N/A,,142.0
X,643,RUS,624,GNB,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",N/A,,181.0
X,643,RUS,624,GNB,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",N/A,,764.0
X,643,RUS,624,GNB,70,Glass and glassware,N/A,,313.0
X,643,RUS,626,TLS,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",N/A,,1550.0
X,643,RUS,634,QAT,35,Albuminoidal substances; modified starches; glues; enzymes,N/A,,7035.0
X,643,RUS,634,QAT,44,Wood and articles of wood; wood charcoal,N/A,,557483.0
X,643,RUS,634,QAT,55,Man-made staple fibres,N/A,,13501.0
X,643,RUS,634,QAT,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,10242.0
X,643,RUS,642,ROU,09,"Coffee, tea, mate and spices",N/A,,50403.0
X,643,RUS,642,ROU,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",N/A,,170176.0
X,643,RUS,642,ROU,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",N/A,,153211.0
X,643,RUS,642,ROU,17,Sugars and sugar confectionery,N/A,,237767.0
X,643,RUS,642,ROU,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",N/A,,398992.0
X,643,RUS,642,ROU,21,Miscellaneous edible preparations,N/A,,1861877.0
X,643,RUS,642,ROU,22,"Beverages, spirits and vinegar",N/A,,27074.0
X,643,RUS,642,ROU,24,Tobacco and manufactured tobacco substitutes,N/A,,49410.0
X,643,RUS,642,ROU,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",N/A,,3379707.0
X,643,RUS,642,ROU,26,"Ores, slag and ash",N/A,,22375196.0
X,643,RUS,642,ROU,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",N/A,,825273615.0
X,643,RUS,642,ROU,29,Organic chemicals,N/A,,3637695.0
X,643,RUS,642,ROU,30,Pharmaceutical products,N/A,,213981.0
X,643,RUS,642,ROU,31,Fertilizers,N/A,,11199096.0
X,643,RUS,642,ROU,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",N/A,,8319.0
X,643,RUS,642,ROU,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",N/A,,2028071.0
X,643,RUS,642,ROU,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",N/A,,6024.0
X,643,RUS,642,ROU,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,N/A,,377001.0
X,643,RUS,642,ROU,38,Chemical products n.e.c.,N/A,,182451.0
X,643,RUS,642,ROU,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",N/A,,6861.0
X,643,RUS,642,ROU,44,Wood and articles of wood; wood charcoal,N/A,,8339736.0
X,643,RUS,642,ROU,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,N/A,,6643443.0
X,643,RUS,620,PRT,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,1250.0
X,643,RUS,620,PRT,95,"Toys, games and sports requisites; parts and accessories thereof",N/A,,130.0
X,643,RUS,620,PRT,96,Miscellaneous manufactured articles,N/A,,269.0
X,643,RUS,624,GNB,22,"Beverages, spirits and vinegar",N/A,,40300.0
X,643,RUS,642,ROU,57,Carpets and other textile floor coverings,N/A,,346.0
X,643,RUS,642,ROU,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",N/A,,11236.0
X,643,RUS,642,ROU,62,Apparel and clothing accessories; not knitted or crocheted,N/A,,619.0
X,643,RUS,642,ROU,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",N/A,,2169.0
X,643,RUS,642,ROU,64,Footwear; gaiters and the like; parts of such articles,N/A,,1967.0
X,643,RUS,642,ROU,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",N/A,,1596703.0
X,643,RUS,642,ROU,69,Ceramic products,N/A,,37830.0
X,643,RUS,642,ROU,70,Glass and glassware,N/A,,1309779.0
X,643,RUS,642,ROU,95,"Toys, games and sports requisites; parts and accessories thereof",N/A,,1307926.0
